exp,dev_stage,tissue,area,x,y,perimeter
Tg P2X3-488 AceTub-594 20x-D,Pre-hatch,TG,190.88,16.19,15.87,52.7
Tg P2X3-488 AceTub-594 20x-D,Pre-hatch,TG,319.78,23.81,19.05,71.22
Tg P2X3-488 AceTub-594 20x-D,Pre-hatch,TG,165.94,15.24,13.33,50.19
Tg P2X3-488 AceTub-594 20x-D,Pre-hatch,TG,222.32,21.9,15.24,59.95
Tg P2X3-488 AceTub-594 20x-D,Pre-hatch,TG,211.08,15.87,16.83,55.62
Tg P2X3-488 AceTub-594 20x-D,Pre-hatch,TG,231.85,17.46,16.19,57.73
Tg P2X3-488 AceTub-594 20x-D,Pre-hatch,TG,207.66,15.56,15.87,54.34
Tg P2X3-488 AceTub-594 20x-D,Pre-hatch,TG,288.99,17.14,20.32,63.77
Tg P2X3-488 AceTub-594 20x-D,Pre-hatch,TG,387.05,23.17,21.59,74.19
Tg P2X3-488 AceTub-594 20x-D,Pre-hatch,TG,238.65,18.73,16.51,59.63
Tg P2X3-488 AceTub-594 20x-D,Pre-hatch,TG,185.29,16.19,13.97,51.94
Tg P2X3-488 AceTub-594 20x-D,Pre-hatch,TG,322.45,19.37,20,67.15
Tg P2X3-488 AceTub-594 20x-D,Pre-hatch,TG,226.96,23.17,13.33,60.5
Tg P2X3-488 AceTub-594 20x-D,Pre-hatch,TG,325.62,23.81,17.14,74.72
Tg P2X3-488 AceTub-594 20x-D,Pre-hatch,TG,451.65,22.22,23.81,79.57
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,140.79,13.65,14.92,43.26
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,94.73,10.79,12.06,35.13
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,111.36,13.33,11.11,38.39
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,101.08,13.02,11.11,36.49
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,124.4,12.06,13.02,40.37
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,130.69,13.02,13.02,41.43
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,106.02,11.11,12.7,37.4
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,157.06,13.65,15.56,45.46
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,329.98,26.03,17.78,67.64
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,192.52,25.08,22.54,71.51
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,130.26,13.97,13.02,42.41
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,176.3,14.92,16.19,50.18
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,131.1,13.97,13.33,42.25
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,144.96,14.6,13.33,43.99
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,178.9,17.46,14.29,49.77
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,152.24,15.87,11.75,45.69
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,109.66,12.7,12.06,38.28
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,58.31,9.52,7.94,27.89
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,127.37,12.06,14.29,41.07
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,81.3,10.16,10.79,33.17
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,85.52,12.06,8.89,34.2
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,112.79,13.65,11.43,38.79
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,134.18,13.97,13.33,42.97
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,113.36,12.7,12.38,39.34
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,144.18,13.97,14.29,44.7
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,138.5,15.56,13.33,45.02
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,122.01,11.75,15.24,41.28
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,112.15,14.6,10.48,39.22
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,138.24,18.41,11.11,45.96
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,185.13,14.29,17.14,49.74
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,105.86,17.14,9.52,41.85
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,116.7,10.79,15.56,41.04
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,152.17,13.97,15.56,46.26
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,121.4,14.6,11.11,40.41
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,168.06,18.41,13.65,48.67
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,77.92,10.48,10.16,32.19
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,159.15,18.1,13.02,49.1
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,203.23,16.83,17.14,52.4
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,157.76,14.6,13.97,45.79
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,178.13,17.14,13.97,48.55
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,154.2,17.46,10.79,46.63
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,183.57,14.92,17.14,49.42
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,169.16,15.24,15.24,49.18
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,87.85,12.7,10.16,34.82
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,168.12,15.24,16.83,51.75
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,165.8,13.65,17.46,47.67
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,112.56,12.38,14.29,40.8
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,91.83,12.06,10.79,35.21
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,59.93,8.57,9.84,28.62
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,144.92,15.56,12.7,44.6
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,133.1,14.6,13.65,43.12
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,213.75,18.73,15.87,53.74
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,165.74,16.51,14.92,48.8
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,43.09,7.3,8.57,24.91
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,140.33,16.83,13.33,46.55
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,228.36,18.1,17.46,56.59
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,156.05,14.6,14.6,45.09
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,186.17,13.65,19.05,51.45
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,136.56,13.33,13.65,42.58
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,218.67,18.73,15.56,53.49
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,163.62,20.32,12.7,50.73
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,125.63,14.92,11.11,41.15
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,142.9,13.97,17.46,47.28
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,117.23,14.92,13.65,43.24
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,116.6,12.38,13.02,39.52
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,153.47,14.92,13.97,45.03
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,131.4,14.92,11.75,41.96
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,193.85,17.14,13.65,51.46
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,136.37,17.46,10.79,46.3
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,128.58,15.87,10.48,42.45
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,124.11,13.65,12.7,41.4
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,124.22,17.46,9.52,43.9
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,156.62,17.14,11.43,46.16
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,253.07,20.32,17.78,59.03
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,218.45,19.37,14.29,54
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,110.74,16.19,9.52,40.84
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,97.51,11.43,14.6,38.97
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,33.07,6.98,5.4,21.36
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,84.8,12.38,9.21,33.92
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,144.3,15.24,12.7,43.4
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,164.3,13.65,15.87,46.31
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,94.68,15.56,8.25,38.58
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,140.8,13.65,16.19,45.93
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,170.01,14.29,18.1,50.05
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,62.19,10.16,8.25,28.74
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,43.16,6.67,8.89,24.65
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,52.77,10.16,6.98,27.23
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,78.76,9.84,10.79,32.04
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,99.73,11.43,12.7,36.9
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,18.09,5.4,4.44,16.08
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,30.64,6.67,6.35,20.28
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,21.56,6.98,5.08,18.25
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,19.05,7.3,3.81,18.31
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,18.52,4.76,4.44,16.01
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,140.79,13.65,14.92,43.26
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,94.73,10.79,12.06,35.13
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,111.36,13.33,11.11,38.39
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,101.08,13.02,11.11,36.49
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,124.4,12.06,13.02,40.37
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,130.69,13.02,13.02,41.43
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,106.02,11.11,12.7,37.4
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,157.06,13.65,15.56,45.46
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,329.98,26.03,17.78,67.64
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,192.52,25.08,22.54,71.51
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,130.26,13.97,13.02,42.41
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,176.3,14.92,16.19,50.18
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,131.1,13.97,13.33,42.25
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,144.96,14.6,13.33,43.99
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,178.9,17.46,14.29,49.77
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,152.24,15.87,11.75,45.69
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,109.66,12.7,12.06,38.28
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,58.31,9.52,7.94,27.89
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,127.37,12.06,14.29,41.07
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,81.3,10.16,10.79,33.17
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,85.52,12.06,8.89,34.2
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,112.79,13.65,11.43,38.79
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,134.18,13.97,13.33,42.97
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,113.36,12.7,12.38,39.34
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,144.18,13.97,14.29,44.7
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,138.5,15.56,13.33,45.02
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,122.01,11.75,15.24,41.28
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,112.15,14.6,10.48,39.22
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,138.24,18.41,11.11,45.96
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,185.13,14.29,17.14,49.74
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,105.86,17.14,9.52,41.85
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,116.7,10.79,15.56,41.04
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,152.17,13.97,15.56,46.26
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,121.4,14.6,11.11,40.41
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,168.06,18.41,13.65,48.67
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,77.92,10.48,10.16,32.19
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,159.15,18.1,13.02,49.1
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,203.23,16.83,17.14,52.4
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,157.76,14.6,13.97,45.79
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,178.13,17.14,13.97,48.55
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,154.2,17.46,10.79,46.63
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,183.57,14.92,17.14,49.42
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,169.16,15.24,15.24,49.18
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,87.85,12.7,10.16,34.82
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,168.12,15.24,16.83,51.75
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,165.8,13.65,17.46,47.67
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,112.56,12.38,14.29,40.8
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,91.83,12.06,10.79,35.21
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,59.93,8.57,9.84,28.62
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,144.92,15.56,12.7,44.6
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,133.1,14.6,13.65,43.12
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,213.75,18.73,15.87,53.74
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,165.74,16.51,14.92,48.8
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,43.09,7.3,8.57,24.91
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,140.33,16.83,13.33,46.55
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,228.36,18.1,17.46,56.59
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,156.05,14.6,14.6,45.09
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,186.17,13.65,19.05,51.45
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,136.56,13.33,13.65,42.58
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,218.67,18.73,15.56,53.49
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,163.62,20.32,12.7,50.73
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,125.63,14.92,11.11,41.15
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,142.9,13.97,17.46,47.28
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,117.23,14.92,13.65,43.24
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,116.6,12.38,13.02,39.52
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,153.47,14.92,13.97,45.03
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,131.4,14.92,11.75,41.96
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,193.85,17.14,13.65,51.46
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,136.37,17.46,10.79,46.3
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,128.58,15.87,10.48,42.45
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,124.11,13.65,12.7,41.4
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,124.22,17.46,9.52,43.9
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,156.62,17.14,11.43,46.16
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,253.07,20.32,17.78,59.03
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,218.45,19.37,14.29,54
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,110.74,16.19,9.52,40.84
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,97.51,11.43,14.6,38.97
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,33.07,6.98,5.4,21.36
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,84.8,12.38,9.21,33.92
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,144.3,15.24,12.7,43.4
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,164.3,13.65,15.87,46.31
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,94.68,15.56,8.25,38.58
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,140.8,13.65,16.19,45.93
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,170.01,14.29,18.1,50.05
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,62.19,10.16,8.25,28.74
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,43.16,6.67,8.89,24.65
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,52.77,10.16,6.98,27.23
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,78.76,9.84,10.79,32.04
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,99.73,11.43,12.7,36.9
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,18.09,5.4,4.44,16.08
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,30.64,6.67,6.35,20.28
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,21.56,6.98,5.08,18.25
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,19.05,7.3,3.81,18.31
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,18.52,4.76,4.44,16.01
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,140.79,13.65,14.92,43.26
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,94.73,10.79,12.06,35.13
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,111.36,13.33,11.11,38.39
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,101.08,13.02,11.11,36.49
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,124.4,12.06,13.02,40.37
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,130.69,13.02,13.02,41.43
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,106.02,11.11,12.7,37.4
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,157.06,13.65,15.56,45.46
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,329.98,26.03,17.78,67.64
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,192.52,25.08,22.54,71.51
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,130.26,13.97,13.02,42.41
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,176.3,14.92,16.19,50.18
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,131.1,13.97,13.33,42.25
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,144.96,14.6,13.33,43.99
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,178.9,17.46,14.29,49.77
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,152.24,15.87,11.75,45.69
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,109.66,12.7,12.06,38.28
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,58.31,9.52,7.94,27.89
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,127.37,12.06,14.29,41.07
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,81.3,10.16,10.79,33.17
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,85.52,12.06,8.89,34.2
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,112.79,13.65,11.43,38.79
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,134.18,13.97,13.33,42.97
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,113.36,12.7,12.38,39.34
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,144.18,13.97,14.29,44.7
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,138.5,15.56,13.33,45.02
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,122.01,11.75,15.24,41.28
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,112.15,14.6,10.48,39.22
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,138.24,18.41,11.11,45.96
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,185.13,14.29,17.14,49.74
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,105.86,17.14,9.52,41.85
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,116.7,10.79,15.56,41.04
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,152.17,13.97,15.56,46.26
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,121.4,14.6,11.11,40.41
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,168.06,18.41,13.65,48.67
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,77.92,10.48,10.16,32.19
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,159.15,18.1,13.02,49.1
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,203.23,16.83,17.14,52.4
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,157.76,14.6,13.97,45.79
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,178.13,17.14,13.97,48.55
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,154.2,17.46,10.79,46.63
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,183.57,14.92,17.14,49.42
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,169.16,15.24,15.24,49.18
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,87.85,12.7,10.16,34.82
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,168.12,15.24,16.83,51.75
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,165.8,13.65,17.46,47.67
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,112.56,12.38,14.29,40.8
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,91.83,12.06,10.79,35.21
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,59.93,8.57,9.84,28.62
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,144.92,15.56,12.7,44.6
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,133.1,14.6,13.65,43.12
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,213.75,18.73,15.87,53.74
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,165.74,16.51,14.92,48.8
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,43.09,7.3,8.57,24.91
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,140.33,16.83,13.33,46.55
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,228.36,18.1,17.46,56.59
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,156.05,14.6,14.6,45.09
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,186.17,13.65,19.05,51.45
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,136.56,13.33,13.65,42.58
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,218.67,18.73,15.56,53.49
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,163.62,20.32,12.7,50.73
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,125.63,14.92,11.11,41.15
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,142.9,13.97,17.46,47.28
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,117.23,14.92,13.65,43.24
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,116.6,12.38,13.02,39.52
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,153.47,14.92,13.97,45.03
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,131.4,14.92,11.75,41.96
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,193.85,17.14,13.65,51.46
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,136.37,17.46,10.79,46.3
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,128.58,15.87,10.48,42.45
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,124.11,13.65,12.7,41.4
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,124.22,17.46,9.52,43.9
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,156.62,17.14,11.43,46.16
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,253.07,20.32,17.78,59.03
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,218.45,19.37,14.29,54
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,110.74,16.19,9.52,40.84
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,97.51,11.43,14.6,38.97
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,33.07,6.98,5.4,21.36
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,84.8,12.38,9.21,33.92
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,144.3,15.24,12.7,43.4
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,164.3,13.65,15.87,46.31
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,94.68,15.56,8.25,38.58
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,140.8,13.65,16.19,45.93
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,170.01,14.29,18.1,50.05
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,62.19,10.16,8.25,28.74
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,43.16,6.67,8.89,24.65
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,52.77,10.16,6.98,27.23
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,78.76,9.84,10.79,32.04
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,99.73,11.43,12.7,36.9
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,18.09,5.4,4.44,16.08
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,30.64,6.67,6.35,20.28
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,21.56,6.98,5.08,18.25
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,19.05,7.3,3.81,18.31
AceTube-488 P2X3 20x 2,Pre-hatch,DRG,18.52,4.76,4.44,16.01
AceTub-633 MBP-594 NF-488 20x,Pre-hatch,DRG,675.96,33.02,31.43,104.12
AceTub-633 MBP-594 NF-488 20x,Pre-hatch,DRG,198.3,13.97,20,52.89
AceTub-633 MBP-594 NF-488 20x,Pre-hatch,DRG,211.22,15.56,17.78,52.32
AceTub-633 MBP-594 NF-488 20x,Pre-hatch,DRG,225.45,17.14,17.14,54.13
AceTub-633 MBP-594 NF-488 20x,Pre-hatch,DRG,302.15,21.27,18.41,62.73
AceTub-633 MBP-594 NF-488 20x,Pre-hatch,DRG,240.27,20.95,15.56,58.87
AceTub-633 MBP-594 NF-488 20x,Pre-hatch,DRG,85.55,11.43,10.48,33.59
AceTub-633 MBP-594 NF-488 20x,Pre-hatch,DRG,177.92,16.83,13.97,48.72
AceTub-633 MBP-594 NF-488 20x,Pre-hatch,DRG,213.64,20.32,13.65,55.24
AceTub-633 MBP-594 NF-488 20x,Pre-hatch,DRG,158.93,13.65,15.87,45.6
AceTub-633 MBP-594 NF-488 20x,Pre-hatch,DRG,38.17,9.84,6.98,25.35
